pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
102.63,-74.74,0.0,top,C57,,,C_0402_1005Metric,C_0402_1005Metric,smt
80.97,-79.3,0.0,top,C58,,,C_0402_1005Metric,C_0402_1005Metric,smt
79.19,-70.83,90.0,top,C58,,,C_0402_1005Metric,C_0402_1005Metric,smt
83.55,-79.3,0.0,top,C59,,,C_0402_1005Metric,C_0402_1005Metric,smt
114.01,-51.68,90.0,top,C6,,,C_0402_1005Metric,C_0402_1005Metric,smt
87.79,-74.24,0.0,top,C60,,,C_0402_1005Metric,C_0402_1005Metric,smt
111.66,-85.44,90.0,top,C62,,,C_0402_1005Metric,C_0402_1005Metric,smt
114.24,-89.75,90.0,top,C64,,,C_0603_1608Metric,C_0603_1608Metric,smt
127.21,-89.33,0.0,top,C65,,,C_0402_1005Metric,C_0402_1005Metric,smt
121.29,-87.12,0.0,top,C65,,,C_1206_3216Metric,C_1206_3216Metric,smt
127.21,-90.4,0.0,top,C66,,,C_0402_1005Metric,C_0402_1005Metric,smt
131.03,-89.33,0.0,top,C67,,,C_0402_1005Metric,C_0402_1005Metric,smt
131.03,-90.4,0.0,top,C68,,,C_0402_1005Metric,C_0402_1005Metric,smt
143.34,-88.0,90.0,top,C69,,,C_0805_2012Metric,C_0805_2012Metric,smt
116.16,-53.25,90.0,top,C7,,,C_1206_3216Metric,DNP,smt
139.08,-89.71,0.0,top,C70,,,C_0603_1608Metric,DNP,smt
134.54,-91.59,90.0,top,C71,,,C_0603_1608Metric,C_0603_1608Metric,smt
135.66,-91.57,90.0,top,C72,,,C_0402_1005Metric,C_0402_1005Metric,smt
136.83,-91.57,90.0,top,C73,,,C_0402_1005Metric,C_0402_1005Metric,smt
108.89,-94.59,90.0,top,C74,,,C_0402_1005Metric,C_0402_1005Metric,smt
101.16,-94.32,90.0,top,C75,,,R_0402_1005Metric,R_0402_1005Metric,smt
100.26,-94.33,90.0,top,C76,,,R_0402_1005Metric,R_0402_1005Metric,smt
75.47,-98.57,90.0,top,C77,,,C_0603_1608Metric,C_0603_1608Metric,smt
80.98,-97.96,90.0,top,C78,,,C_0402_1005Metric,C_0402_1005Metric,smt
86.29,-100.29,0.0,top,C79,,,C_0402_1005Metric,C_0402_1005Metric,smt
118.46,-53.25,90.0,top,C8,,,C_1206_3216Metric,C_1206_3216Metric,smt
104.59,-99.67,90.0,top,C80,,,C_0402_1005Metric,C_0402_1005Metric,smt
106.99,-99.91,0.0,top,C81,,,C_0402_1005Metric,C_0402_1005Metric,smt
108.98,-102.47,90.0,top,C82,,,C_0402_1005Metric,C_0402_1005Metric,smt
82.49,-105.26,0.0,top,C83,,,C_0402_1005Metric,C_0402_1005Metric,smt
75.42,-104.71,0.0,top,C84,,,C_0402_1005Metric,C_0402_1005Metric,smt
75.83,-110.22,0.0,top,C85,,,C_0603_1608Metric,C_0603_1608Metric,smt
79.51,-110.53,0.0,top,C86,,,C_0603_1608Metric,C_0603_1608Metric,smt
83.16,-110.69,0.0,top,C87,,,C_0603_1608Metric,C_0603_1608Metric,smt
75.59,-117.67,0.0,top,C88,,,C_0402_1005Metric,C_0402_1005Metric,smt
80.86,-117.8,0.0,top,C89,,,C_0402_1005Metric,C_0402_1005Metric,smt
115.5,-58.3,90.0,top,C9,,,C_0402_1005Metric,C_0402_1005Metric,smt
84.31,-112.03,0.0,top,C90,,,C_0402_1005Metric,C_0402_1005Metric,smt
85.46,-115.33,0.0,top,C91,,,C_0402_1005Metric,C_0402_1005Metric,smt
95.58,-118.23,0.0,top,C92,,,C_0402_1005Metric,C_0402_1005Metric,smt
98.75,-113.89,90.0,top,C93,,,C_0402_1005Metric,C_0402_1005Metric,smt
100.0,-113.89,90.0,top,C94,,,C_0402_1005Metric,C_0402_1005Metric,smt
100.87,-118.77,90.0,top,C95,,,C_0402_1005Metric,C_0402_1005Metric,smt
100.88,-122.08,90.0,top,C96,,,C_0402_1005Metric,C_0402_1005Metric,smt
105.43,-129.64,0.0,top,C97,,,C_0402_1005Metric,C_0402_1005Metric,smt
108.95,-130.7,90.0,top,C98,,,C_0402_1005Metric,C_0402_1005Metric,smt
115.7,-117.16,0.0,top,C99,,,C_0402_1005Metric,C_0402_1005Metric,smt
142.74,-91.34,180.0,top,D1,,,D_0603_1608Metric,D_0603_1608Metric,smt
168.57,-90.12,0.0,bottom,D1,,,Diode,Diode,smt
79.97,-49.92,0.0,top,D10,,,3D,3D,smt
137.26,-63.65,180.0,top,D11,,,3D,3D,smt
135.72,-99.69,0.0,top,D116,,,SOT-416L,SOT-416L,smt
169.155,-103.505,0.0,top,D12,,,3D,3D,smt
171.89,-103.49,0.0,top,D13,,,3D,3D,smt
158.38,-94.28,0.0,top,D15,,,3D,3D,smt
134.43,-140.31,0.0,top,D18,,,3D,3D,smt
212.86,-93.62,0.0,top,D19,,,3D,3D,smt
168.57,-86.85,0.0,bottom,D2,,,Diode,Diode,smt
142.9,-93.8,180.0,top,D20,,,3D,3D,smt
214.07,-98.45,0.0,top,D20,,,3D,3D,smt
86.28,-108.14,0.0,top,D20,,,3D,3D,smt
206.14,-97.46,180.0,top,D21,,,3D,3D,smt
97.79,-119.6,0.0,top,D22,,,SOT-416L,SOT-416L,smt
88.73,-115.31,0.0,top,D23,,,SOT-416L,SOT-416L,smt
91.81,-102.15,0.0,top,D24,,,3D,3D,smt
163.86,-89.52,180.0,bottom,D3,,,SOT-416L,3D,smt
216.0975,-108.11,180.0,bottom,D30,,,SOT-416,DNP,smt
88.93,-51.22,0.0,bottom,D32,,,D_0603_1608Metric,D_0603_1608Metric,smt
88.14,-59.7575,90.0,bottom,D33,,,D_0603_1608Metric,D_0603_1608Metric,smt
86.48,-70.24,180.0,bottom,D40,,,D_0603_1608Metric,D_0603_1608Metric,smt
86.48,-72.26,180.0,bottom,D41,,,D_0603_1608Metric,D_0603_1608Metric,smt
86.48,-74.03,180.0,bottom,D42,,,D_0603_1608Metric,D_0603_1608Metric,smt
76.13,-72.98,0.0,bottom,D43,,,D_0603_1608Metric,D_0603_1608Metric,smt
80.62,-76.59,180.0,bottom,D45,,,D_0603_1608Metric,D_0603_1608Metric,smt
147.22,-87.97,-90.0,bottom,D61,,,SOT-416L,SOT-416L,smt
106.44,-77.34,-90.0,bottom,D98,,,D_0603_1608Metric,D_0603_1608Metric,smt
99.19,-56.84,0.0,top,EM1,,,R-array,R-array,smt
103.02,-56.84,0.0,top,EM2,,,R-array,R-array,smt
106.8,-56.84,0.0,top,EM3,,,R-array,R-array,smt
110.65,-56.84,0.0,top,EM4,,,R-array,R-array,smt
114.51,-52.25,180.0,bottom,EM5,,,R-array,R-array,smt
215.32,-122.9,180.0,bottom,F1,,,Fuse_1206_3216Metric,Fuse_1206_3216Metric,smt
196.44,-122.46,180.0,bottom,F2,,,Fuse_1206_3216Metric,Fuse_1206_3216Metric,smt
183.2,-124.5,180.0,bottom,F3,,,Fuse_1206_3216Metric,Fuse_1206_3216Metric,smt
165.79,-96.79,90.0,bottom,F4,,,Fuse_1206_3216Metric,Fuse_1206_3216Metric,smt
180.29,-95.67,0.0,top,J10,,,Modem-Connector,Modem-Connector,smt
118.8,-46.41,0.0,top,J11,,,Audio-Jack,Audio-Jack,smt
174.51,-86.26,0.0,top,J12,,,SPKR,SPKR,smt
148.95,-140.98,180.0,bottom,J13,,,Flat-4,Flat-4,smt
164.46,-87.02,0.0,top,J14,,,BridgeBatt,BridgeBatt,smt
102.42,-79.87,0.0,top,J15,,,PSU_Connector,PSU_Connector,smt
163.7,-115.9,-90.0,top,J16,,,PCMCIA,PCMCIA,smt
132.24,-45.95,0.0,top,J17,,,connector-4,connector-4,smt
103.3,-117.82,180.0,bottom,J2,,,RAM Module,RAM Module,smt
101.77,-51.32,0.0,top,J3,,,LCD_connector,LCD_connector,smt
137.3,-82.17,180.0,bottom,J30,,,Debug-6,Debug-6,smt
