pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
143.98,-112.18,180.0,bottom,R124,,,R_0402_1005Metric,100,smt
143.98,-107.15,180.0,bottom,R124,,,R_0402_1005Metric,100,smt
143.96,-110.95,180.0,bottom,R125,,,R_0402_1005Metric,100,smt
143.98,-109.65,180.0,bottom,R126,,,R_0402_1005Metric,100,smt
143.98,-108.45,180.0,bottom,R127,,,R_0402_1005Metric,100,smt
143.98,-105.84,180.0,bottom,R129,,,R_0402_1005Metric,100,smt
129.77,-75.05,180.0,bottom,R13,,,R_0402_1005Metric,10k,smt
143.99,-104.6,180.0,bottom,R130,,,R_0402_1005Metric,100,smt
143.98,-103.33,180.0,bottom,R131,,,R_0402_1005Metric,100,smt
144.0,-102.02,180.0,bottom,R132,,,R_0402_1005Metric,100,smt
157.2,-125.62,180.0,top,R133,,,R_0402_1005Metric,10k,smt
172.21,-100.43,0.0,top,R14,,,R_0402_1005Metric,560k,smt
173.14,-78.53,180.0,bottom,R15,,,R_0402_1005Metric,330k,smt
164.48,-125.59,180.0,bottom,R16,,,R_0402_1005Metric,10k,smt
164.6,-125.63,180.0,top,R17,,,R_0402_1005Metric,10k,smt
154.87,-91.57,180.0,bottom,R18,,,R_0402_1005Metric,1.5k,smt
160.99,-125.64,180.0,top,R19,,,R_0402_1005Metric,10k,smt
141.19,-96.06,180.0,bottom,R2,,,R_0402_1005Metric,4.7k,smt
149.21,-78.13,180.0,bottom,R20,,,R_0402_1005Metric,100k,smt
153.54,-125.6,180.0,bottom,R21,,,R_0402_1005Metric,10k,smt
170.8,-122.0,180.0,top,R22,,,R_0402_1005Metric,DNP,smt
170.82,-124.43,180.0,top,R23,,,R_0402_1005Metric,DNP,smt
134.725,-102.26,180.0,bottom,R24,,,R_0603_1608Metric,200,smt
135.3,-100.1,180.0,bottom,R25,,,R_0402_1005Metric,500k,smt
170.51,-112.65,0.0,bottom,R26,,,R_1206_3216Metric,10,smt
170.73,-126.02,180.0,top,R27,,,R_0402_1005Metric,DNP,smt
166.21,-118.2,180.0,bottom,R28,,,R_0402_1005Metric,4.7k,smt
166.23,-116.99,180.0,bottom,R29,,,R_0402_1005Metric,4.7k,smt
165.13,-117.44,90.0,top,R3,,,R_0402_1005Metric,4.7k,smt
166.18,-112.22,180.0,bottom,R30,,,R_0402_1005Metric,4.7k,smt
166.18,-110.92,180.0,bottom,R31,,,R_0402_1005Metric,4.7k,smt
166.18,-109.57,180.0,bottom,R32,,,R_0402_1005Metric,4.7k,smt
170.54,-115.12,0.0,bottom,R33,,,R_1206_3216Metric,10,smt
170.63,-117.66,0.0,bottom,R34,,,R_1206_3216Metric,10,smt
131.18,-115.16,0.0,bottom,R35,,,R_1206_3216Metric,20,smt
166.13,-108.39,180.0,bottom,R36,,,R_0402_1005Metric,4.7k,smt
166.13,-107.13,180.0,bottom,R37,,,R_0402_1005Metric,4.7k,smt
146.99,-125.6,180.0,bottom,R38,,,R_0402_1005Metric,4.7k,smt
130.05,-77.35,180.0,bottom,R4,,,R_0402_1005Metric,330,smt
150.32,-125.58,180.0,bottom,R41,,,R_0402_1005Metric,4.7k,smt
170.65,-92.43,180.0,bottom,R42,,,R_0402_1005Metric,15k,smt
165.19,-115.13,90.0,top,R43,,,R_0402_1005Metric,4.7k,smt
139.74,-108.76,180.0,top,R44,,,R_0402_1005Metric,51,smt
149.76,-91.51,180.0,bottom,R46,,,R_0402_1005Metric,1.5k,smt
156.92,-125.61,180.0,bottom,R47,,,R_0402_1005Metric,10k,smt
131.93,-110.06,90.0,top,R48,,,R_1206_3216Metric,3.3,smt
139.58,-108.75,180.0,bottom,R49,,,R_0402_1005Metric,10k,smt
127.085,-79.4,180.0,bottom,R5,,,R_0603_1608Metric,100,smt
122.94,-77.32,180.0,bottom,R50,,,R_0603_1608Metric,6.2k,smt
132.3,-112.1,180.0,bottom,R51,,,R_0402_1005Metric,470k,smt
143.92,-121.01,180.0,bottom,R52,,,R_0402_1005Metric,1k,smt
122.88,-79.34,180.0,bottom,R53,,,R_0603_1608Metric,11k,smt
122.9,-83.4,180.0,bottom,R54,,,R_0603_1608Metric,1.5k,smt
129.845,-85.81,180.0,bottom,R55,,,R_2010_5025Metric,82,smt
137.96,-85.74,0.0,bottom,R56,,,R_1206_3216Metric,15,smt
126.96,-81.4,180.0,bottom,R57,,,R_0603_1608Metric,150,smt
126.825,-77.32,180.0,bottom,R58,,,R_0603_1608Metric,620,smt
135.04,-72.71,180.0,bottom,R59,,,R_0402_1005Metric,2.2k,smt
133.035,-79.82,180.0,bottom,R6,,,R_0603_1608Metric,3.3k,smt
126.96,-75.05,180.0,bottom,R60,,,R_0402_1005Metric,2.2k,smt
153.13,-72.45,180.0,top,R61,,,R_0402_1005Metric,3.6k,smt
137.89,-77.08,180.0,bottom,R62,,,R_0402_1005Metric,10k,smt
139.77,-72.96,180.0,bottom,R63,,,R_0402_1005Metric,100k,smt
122.84,-93.04,180.0,bottom,R65,,,R_0402_1005Metric,15,smt
160.89,-125.61,180.0,bottom,R67,,,R_0402_1005Metric,10k,smt
140.41,-77.06,180.0,bottom,R68,,,R_0402_1005Metric,38k,smt
170.62,-78.55,180.0,bottom,R68,,,R_0402_1005Metric,20k,smt
155.67,-76.73,180.0,bottom,R7,,,R_1206_3216Metric,10,smt
122.84,-97.62,180.0,bottom,R70,,,R_0402_1005Metric,1k,smt
126.65,-97.62,180.0,bottom,R71,,,R_0402_1005Metric,1k,smt
160.78,-95.13,-90.0,top,R72,,,R_0402_1005Metric,470k,smt
138.94,-101.66,180.0,bottom,R72,,,R_0402_1005Metric,470k,smt
162.37,-98.87,0.0,top,R73,,,R_0603_1608Metric,120,smt
165.34,-84.62,0.0,top,R75,,,R_2010_5025Metric,2.2k,smt
135.56,-125.64,180.0,bottom,R76,,,R_0402_1005Metric,2.4k,smt
173.21,-92.43,180.0,bottom,R77,,,R_0402_1005Metric,270k,smt
151.08,-74.51,180.0,bottom,R78,,,R_0402_1005Metric,5.6k,smt
138.81,-118.94,180.0,bottom,R8,,,R_0402_1005Metric,22k,smt
165.64,-100.68,0.0,top,R81,,,R_0402_1005Metric,100k,smt
159.6,-74.09,90.0,top,R82,,,R_0402_1005Metric,10k,smt
151.48,-78.08,180.0,bottom,R9,,,R_0402_1005Metric,100k,smt
138.62,-91.01,180.0,bottom,R90,,,R_0402_1005Metric,470k,smt
141.19,-91.02,180.0,bottom,R92,,,R_0402_1005Metric,47k,smt
177.88,-120.74,180.0,bottom,R98,,,R_0805_2012Metric,100,smt
177.91,-112.81,180.0,bottom,R99,,,R_0805_2012Metric,100,smt
151.32,-88.07,0.0,top,RL1,,,RL,RL,smt
158.34,-71.98,180.0,bottom,SW2,,,SW_modem,SW_modem,smt
137.59,-90.35,0.0,top,T1,,,IsoTransformer,IsoTransformer,smt
163.81,-79.33,0.0,top,VA1,,,R_2512_6332Metric,R_2512_6332Metric,smt
