pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
99.16,-92.21,90.0,bottom,R353,,,R_0402_1005Metric,56,smt
104.84,-89.51,90.0,bottom,R354,,,R_0402_1005Metric,4.7k,smt
103.28,-89.78,90.0,bottom,R355,,,R_0402_1005Metric,4.7k,smt
81.03,-89.03,180.0,bottom,R356,,,R_0402_1005Metric,47k,smt
87.77,-103.96,180.0,bottom,R357,,,R_0402_1005Metric,33,smt
88.04,-91.78,180.0,bottom,R358,,,R_0402_1005Metric,47,smt
83.45,-104.01,-90.0,bottom,R359,,,R_0402_1005Metric,33,smt
141.26,-53.47,90.0,top,R36,,,R_0402_1005Metric,10k,smt
216.55,-114.6,180.0,bottom,R360,,,R_0402_1005Metric,470k,smt
216.55,-115.58,180.0,bottom,R361,,,R_0402_1005Metric,470k,smt
207.59,-125.4,180.0,bottom,R362,,,R_0402_1005Metric,2k,smt
210.45,-128.09,180.0,bottom,R363,,,R_0402_1005Metric,100k,smt
197.25,-119.59,180.0,bottom,R364,,,R_0402_1005Metric,DNP,smt
212.8,-114.47,180.0,bottom,R365,,,R_0402_1005Metric,10k,smt
213.51,-116.17,180.0,bottom,R366,,,R_0402_1005Metric,0,smt
213.51,-117.09,180.0,bottom,R367,,,R_0402_1005Metric,0,smt
213.12,-133.52,90.0,bottom,R368,,,R_0402_1005Metric,1.5k,smt
212.72,-120.66,0.0,bottom,R369,,,R_0402_1005Metric,22k,smt
139.74,-47.12,90.0,top,R37,,,R_0402_1005Metric,100k,smt
193.95,-119.64,180.0,bottom,R370,,,R_0402_1005Metric,0,smt
210.28,-125.4,180.0,bottom,R371,,,R_0402_1005Metric,2k,smt
184.95,-134.58,180.0,bottom,R372,,,R_0402_1005Metric,100k,smt
182.14,-118.37,180.0,bottom,R373,,,R_0402_1005Metric,4.7k,smt
182.14,-119.38,180.0,bottom,R374,,,R_0402_1005Metric,4.7k,smt
182.14,-121.42,180.0,bottom,R375,,,R_0402_1005Metric,4.7k,smt
182.14,-120.39,180.0,bottom,R376,,,R_0402_1005Metric,4.7k,smt
182.14,-116.26,180.0,bottom,R377,,,R_0402_1005Metric,4.7k,smt
182.14,-117.24,180.0,bottom,R378,,,R_0402_1005Metric,4.7k,smt
167.34,-122.06,-90.0,bottom,R379,,,R_0402_1005Metric,470k,smt
84.96,-77.61,90.0,top,R38,,,R_0402_1005Metric,4.7k,smt
